no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,monthly_loan_payment,dti_ratio,total_assets_value,asset_to_loan_ratio,loan_status
4.0,1,1,2300000.0,7800000.0,8.0,540.0,1500000.0,3400000.0,4700000.0,2800000.0,3.391302873346577,81250.0,0.42391304347826086,12400000.0,1.5897433859303352,1
5.0,0,0,2900000.0,6700000.0,14.0,796.0,3800000.0,3700000.0,9700000.0,4200000.0,2.3103440309158514,39880.95238095238,0.16502463054187194,21400000.0,3.1940293740254666,0
5.0,1,0,1800000.0,5400000.0,14.0,347.0,3800000.0,1300000.0,4900000.0,1700000.0,2.9999983333342595,32142.85714285714,0.21428571428571427,11700000.0,2.166666265432173,1
5.0,1,0,9000000.0,23900000.0,12.0,658.0,5700000.0,4600000.0,32100000.0,6100000.0,2.65555526049386,165972.22222222222,0.2212962962962963,48500000.0,2.029288618021397,0
1.0,0,1,5700000.0,12000000.0,4.0,415.0,15700000.0,900000.0,17300000.0,7400000.0,2.105262788550388,250000.0,0.5263157894736842,41300000.0,3.441666379861135,1
5.0,0,0,6600000.0,21400000.0,10.0,447.0,12700000.0,11100000.0,20200000.0,6400000.0,3.2424237511479164,178333.33333333334,0.3242424242424243,50400000.0,2.355140076862613,1
5.0,1,0,7100000.0,19700000.0,8.0,502.0,7300000.0,5600000.0,25300000.0,9800000.0,2.7746474965285217,205208.33333333334,0.346830985915493,48000000.0,2.436548099667609,1
4.0,1,1,300000.0,1000000.0,20.0,655.0,0.0,100000.0,1100000.0,400000.0,3.3333222222592593,4166.666666666667,0.16666666666666669,1600000.0,1.5999984000016,0
3.0,1,1,700000.0,1700000.0,8.0,733.0,1200000.0,800000.0,2400000.0,500000.0,2.4285679591886296,17708.333333333332,0.30357142857142855,4900000.0,2.882351245675738,0
5.0,1,1,600000.0,1500000.0,2.0,319.0,100000.0,1100000.0,2100000.0,600000.0,2.499995833340278,62500.0,1.25,3900000.0,2.5999982666678223,1
3.0,0,1,9800000.0,28400000.0,12.0,487.0,8900000.0,15400000.0,30800000.0,11100000.0,2.897958887963379,197222.22222222222,0.2414965986394558,66200000.0,2.330985833415992,1
2.0,1,1,2100000.0,4600000.0,4.0,348.0,5400000.0,0.0,7400000.0,1400000.0,2.190475147392787,95833.33333333333,0.5476190476190476,14200000.0,3.086955850661772,1
4.0,1,0,1500000.0,4000000.0,18.0,706.0,0.0,2700000.0,4400000.0,1700000.0,2.666664888890074,18518.51851851852,0.14814814814814814,8800000.0,2.1999994500001376,0
3.0,1,0,6500000.0,16500000.0,4.0,551.0,5300000.0,800000.0,18500000.0,7600000.0,2.538461147929054,343750.0,0.6346153846153847,32200000.0,1.9515150332415132,0
4.0,0,0,9900000.0,28400000.0,10.0,763.0,23700000.0,12700000.0,35800000.0,5800000.0,2.868686578920548,236666.66666666666,0.2868686868686869,78000000.0,2.7464787765324377,0
0.0,0,1,7600000.0,18100000.0,16.0,439.0,12800000.0,5900000.0,29800000.0,10600000.0,2.3815786340028113,94270.83333333333,0.1488486842105263,59100000.0,3.265193189768332,1
3.0,1,0,3500000.0,13700000.0,4.0,439.0,5200000.0,2800000.0,13000000.0,4400000.0,3.9142845959186867,285416.6666666667,0.9785714285714285,25400000.0,1.854014463210623,0
2.0,0,0,6900000.0,20900000.0,2.0,302.0,18700000.0,10700000.0,26900000.0,9200000.0,3.0289850682630335,870833.3333333334,1.5144927536231885,65500000.0,3.1339711419152563,0
1.0,0,1,7100000.0,19300000.0,16.0,738.0,7200000.0,0.0,24300000.0,3600000.0,2.71830947629444,100520.83333333333,0.1698943661971831,35100000.0,1.8186527555102199,0
2.0,1,0,700000.0,2300000.0,8.0,663.0,700000.0,500000.0,2800000.0,1000000.0,3.2857095918434402,23958.333333333332,0.4107142857142857,5000000.0,2.1739120982990876,0
2.0,1,0,1900000.0,4500000.0,6.0,805.0,2200000.0,3100000.0,4800000.0,2300000.0,2.3684198060948387,62500.0,0.3947368421052631,12400000.0,2.755554943210013,0
5.0,0,0,7000000.0,23000000.0,18.0,803.0,18700000.0,6300000.0,27800000.0,4100000.0,3.2857138163265978,106481.48148148147,0.1825396825396825,56900000.0,2.473912935916829,0
2.0,0,0,4800000.0,13200000.0,2.0,583.0,13700000.0,5800000.0,9500000.0,5200000.0,2.749999427083453,550000.0,1.375,34200000.0,2.590908894628114,0
5.0,0,1,4400000.0,17300000.0,20.0,840.0,3600000.0,5100000.0,12900000.0,2300000.0,3.9318172882233435,72083.33333333333,0.19659090909090907,23900000.0,1.3815028103177567,0
4.0,0,1,9000000.0,28900000.0,6.0,637.0,11300000.0,1200000.0,33000000.0,4800000.0,3.211110754321027,401388.8888888889,0.5351851851851852,50300000.0,1.7404843688413714,0
3.0,0,1,9600000.0,34200000.0,2.0,745.0,2500000.0,2000000.0,33000000.0,6700000.0,3.5624996289062887,1425000.0,1.78125,44200000.0,1.2923976230293093,0
1.0,1,0,5700000.0,19100000.0,12.0,649.0,9400000.0,10200000.0,16400000.0,4500000.0,3.3508766051093675,132638.88888888888,0.27923976608187134,40500000.0,2.1204187371508514,0
5.0,0,0,2700000.0,10600000.0,16.0,496.0,800000.0,2900000.0,9700000.0,2400000.0,3.925924471879825,55208.333333333336,0.24537037037037038,15800000.0,1.4905658971164248,1
3.0,1,0,4200000.0,11400000.0,10.0,654.0,8800000.0,400000.0,16200000.0,5700000.0,2.714285068027365,95000.0,0.2714285714285714,31100000.0,2.728069936134216,0
5.0,0,1,4100000.0,15500000.0,10.0,836.0,10500000.0,1100000.0,15200000.0,3600000.0,3.7804868828080775,129166.66666666667,0.3780487804878049,30400000.0,1.9612901960457938,0
0.0,1,0,600000.0,1600000.0,6.0,647.0,1500000.0,600000.0,1500000.0,700000.0,2.6666622222296295,22222.222222222223,0.4444444444444445,4300000.0,2.6874983203135496,0
4.0,1,0,4900000.0,11400000.0,8.0,470.0,12000000.0,7500000.0,14700000.0,4800000.0,2.326530137442829,118750.0,0.29081632653061223,39000000.0,3.4210523314866377,1
3.0,1,1,8300000.0,20900000.0,4.0,615.0,4400000.0,200000.0,19000000.0,9600000.0,2.5180719857744593,435416.6666666667,0.6295180722891567,33200000.0,1.5885166704059008,0
3.0,0,0,8200000.0,30700000.0,8.0,467.0,18200000.0,3300000.0,23300000.0,7900000.0,3.7439019824509776,319791.6666666667,0.4679878048780488,52700000.0,1.716612321934452,1
2.0,1,0,2600000.0,8400000.0,6.0,494.0,6500000.0,3800000.0,5600000.0,2000000.0,3.2307679881661584,116666.66666666667,0.5384615384615385,17900000.0,2.1309521272676037,1
0.0,0,0,3700000.0,12300000.0,16.0,831.0,8000000.0,2200000.0,11200000.0,2400000.0,3.3243234258585335,64062.5,0.20777027027027029,23800000.0,1.9349591922797404,0
0.0,1,1,300000.0,1100000.0,2.0,482.0,200000.0,100000.0,1100000.0,400000.0,3.666654444485185,45833.333333333336,1.8333333333333335,1800000.0,1.6363621487616828,0
0.0,0,1,4800000.0,13500000.0,10.0,319.0,6800000.0,8300000.0,13700000.0,5100000.0,2.8124994140626223,112500.0,0.28125,33900000.0,2.5111109251028942,1
1.0,0,1,7600000.0,29300000.0,14.0,690.0,13900000.0,4000000.0,30000000.0,9100000.0,3.8552626506233354,174404.7619047619,0.27537593984962405,57000000.0,1.9453924250719308,0
0.0,1,1,8800000.0,25600000.0,10.0,715.0,24850000.0,2500000.0,34900000.0,8600000.0,2.9090905785124344,213333.33333333334,0.2909090909090909,70850000.0,2.7675780168914836,0
1.0,0,1,8000000.0,30600000.0,14.0,302.0,12700000.0,13100000.0,23900000.0,6800000.0,3.8249995218750596,182142.85714285713,0.2732142857142857,56500000.0,1.8464051684181317,1
1.0,1,1,8700000.0,27000000.0,10.0,717.0,24850000.0,8600000.0,17500000.0,9100000.0,3.1034479191439175,225000.0,0.3103448275862069,60050000.0,2.2240739917009633,0
0.0,0,1,800000.0,1700000.0,4.0,752.0,2300000.0,1100000.0,3200000.0,400000.0,2.1249973437533205,35416.666666666664,0.5312499999999999,7000000.0,4.117644636679626,0
0.0,1,1,3700000.0,11300000.0,6.0,538.0,6200000.0,400000.0,10400000.0,5400000.0,3.0540532286342623,156944.44444444444,0.509009009009009,22400000.0,1.9823007095309106,1
5.0,0,0,5700000.0,12900000.0,18.0,807.0,4100000.0,900000.0,18600000.0,5500000.0,2.263157497691667,59722.22222222222,0.12573099415204678,29100000.0,2.255813778619087,0
5.0,0,1,3800000.0,12000000.0,2.0,649.0,6200000.0,5300000.0,10300000.0,4200000.0,3.157893905817393,500000.0,1.5789473684210524,26000000.0,2.166666486111126,0
4.0,1,0,3900000.0,10800000.0,20.0,433.0,4700000.0,1600000.0,14500000.0,2300000.0,2.76923005917178,45000.0,0.13846153846153847,23100000.0,2.1388886908436398,1
4.0,1,1,7000000.0,23500000.0,18.0,336.0,15000000.0,9500000.0,19700000.0,7800000.0,3.357142377551089,108796.29629629629,0.18650793650793648,52000000.0,2.212765863286559,1
5.0,0,0,1800000.0,6000000.0,4.0,548.0,1400000.0,2400000.0,6500000.0,2600000.0,3.33333148148251,125000.0,0.8333333333333334,12900000.0,2.149999641666726,0
2.0,1,0,8800000.0,22400000.0,14.0,692.0,21700000.0,5100000.0,18600000.0,10900000.0,2.54545425619838,133333.33333333334,0.18181818181818182,56300000.0,2.513392744937824,0
4.0,0,0,3100000.0,6300000.0,4.0,370.0,8600000.0,4100000.0,8800000.0,2800000.0,2.032257408949223,131250.0,0.5080645161290323,24300000.0,3.8571422448980566,1
3.0,1,1,8600000.0,32000000.0,4.0,497.0,11400000.0,3300000.0,18600000.0,4900000.0,3.7209297998918838,666666.6666666666,0.9302325581395349,38200000.0,1.1937499626953136,0
0.0,0,1,7100000.0,19300000.0,6.0,783.0,3900000.0,4800000.0,21800000.0,5000000.0,2.71830947629444,268055.55555555556,0.4530516431924883,35500000.0,1.8393781430374019,0
0.0,1,1,3800000.0,14900000.0,6.0,899.0,7800000.0,600000.0,12400000.0,2800000.0,3.9210515997232633,206944.44444444444,0.6535087719298245,23600000.0,1.5838925111481537,0
0.0,0,1,400000.0,1200000.0,14.0,889.0,1100000.0,200000.0,700000.0,200000.0,2.99999250001875,7142.857142857143,0.21428571428571427,2200000.0,1.8333318055568286,0
3.0,1,1,8800000.0,26200000.0,20.0,865.0,19300000.0,9800000.0,27700000.0,12500000.0,2.9772723889463193,109166.66666666667,0.14886363636363636,69300000.0,2.64503806698328,0
3.0,0,0,9100000.0,19900000.0,2.0,711.0,2200000.0,16925000.0,24300000.0,13000000.0,2.1868129465040718,829166.6666666666,1.0934065934065933,56425000.0,2.8354269931946234,0
0.0,1,1,3200000.0,11600000.0,4.0,393.0,4700000.0,300000.0,8000000.0,3100000.0,3.624998867187854,241666.66666666666,0.9062499999999999,16100000.0,1.387930914833542,0
5.0,1,1,6700000.0,23600000.0,14.0,854.0,3000000.0,3300000.0,19400000.0,7500000.0,3.52238753397201,140476.19047619047,0.25159914712153514,33200000.0,1.406779601407644,0
0.0,1,0,4800000.0,15700000.0,10.0,398.0,4900000.0,7400000.0,17100000.0,6400000.0,3.2708326519098643,130833.33333333333,0.32708333333333334,35800000.0,2.2802546318309154,1
1.0,1,0,9100000.0,24000000.0,20.0,353.0,24850000.0,9200000.0,26100000.0,10900000.0,2.637362347542599,100000.0,0.13186813186813187,71050000.0,2.9604165433159775,1
0.0,1,1,4900000.0,16500000.0,4.0,600.0,11100000.0,2200000.0,12000000.0,6500000.0,3.3673462515619894,343750.0,0.8418367346938775,31800000.0,1.9272726104683267,0
1.0,0,1,800000.0,2800000.0,10.0,798.0,1300000.0,1300000.0,2500000.0,400000.0,3.499995625005469,23333.333333333332,0.35,5500000.0,1.9642850127553526,0
3.0,0,1,6100000.0,21600000.0,16.0,428.0,2900000.0,6100000.0,15100000.0,7200000.0,3.5409830260683566,112500.0,0.22131147540983606,31300000.0,1.4490740069873145,1
4.0,1,0,4700000.0,10300000.0,12.0,710.0,7500000.0,7700000.0,16900000.0,6600000.0,2.1914888954278946,71527.77777777778,0.1826241134751773,38700000.0,3.7572811886134767,0
2.0,1,1,9800000.0,32700000.0,2.0,304.0,4700000.0,16925000.0,24500000.0,8600000.0,3.3367343533944536,1362500.0,1.6683673469387756,54725000.0,1.6735473494328028,0
0.0,1,0,4600000.0,12600000.0,16.0,574.0,3400000.0,6200000.0,15100000.0,3600000.0,2.7391298393196,65625.0,0.17119565217391305,28300000.0,2.2460315677752725,0
5.0,0,0,4900000.0,13000000.0,10.0,865.0,13300000.0,3700000.0,14700000.0,6500000.0,2.65306068304884,108333.33333333333,0.2653061224489796,38200000.0,2.938461312426053,0
4.0,0,1,900000.0,2900000.0,6.0,560.0,1500000.0,900000.0,3100000.0,900000.0,3.222218641979287,40277.77777777778,0.5370370370370371,6400000.0,2.2068957907255893,0
0.0,0,0,4300000.0,9900000.0,4.0,696.0,12400000.0,2100000.0,17000000.0,2100000.0,2.3023250459709197,206250.0,0.5755813953488372,33600000.0,3.3939390511172673,0
1.0,0,0,4900000.0,18100000.0,8.0,382.0,13600000.0,400000.0,15500000.0,2400000.0,3.6938767971680004,188541.66666666666,0.461734693877551,31900000.0,1.7624308418546497,1
3.0,1,0,1900000.0,7400000.0,18.0,592.0,2300000.0,3000000.0,6000000.0,1800000.0,3.8947347922448463,34259.25925925926,0.21637426900584797,13100000.0,1.7702700310445905,0
0.0,1,1,7300000.0,28100000.0,10.0,673.0,13700000.0,1200000.0,16300000.0,8900000.0,3.8493145411897887,234166.66666666666,0.38493150684931504,40100000.0,1.427046212560633,0
4.0,0,1,5300000.0,19200000.0,4.0,655.0,14200000.0,6900000.0,17800000.0,3900000.0,3.6226408259168252,400000.0,0.9056603773584905,42800000.0,2.229166550564242,0
1.0,1,1,4700000.0,15000000.0,20.0,835.0,2100000.0,2500000.0,10100000.0,3800000.0,3.1914886826619826,62500.0,0.15957446808510636,18500000.0,1.2333332511111166,0
0.0,0,0,4100000.0,9200000.0,4.0,671.0,3400000.0,6300000.0,10400000.0,4900000.0,2.243901891731246,191666.66666666666,0.5609756097560975,25000000.0,2.7173910089792384,0
0.0,1,0,300000.0,1100000.0,8.0,778.0,800000.0,200000.0,900000.0,100000.0,3.666654444485185,11458.333333333334,0.45833333333333337,2000000.0,1.8181801652907588,0
3.0,1,1,8500000.0,24900000.0,18.0,749.0,9600000.0,1200000.0,31700000.0,10100000.0,2.9294114200692447,115277.77777777778,0.1627450980392157,52600000.0,2.112449714359449,0
4.0,0,0,5100000.0,18800000.0,10.0,694.0,6400000.0,5300000.0,13500000.0,4100000.0,3.6862737870051396,156666.66666666666,0.3686274509803921,29300000.0,1.5585105553983747,0
1.0,0,0,1400000.0,3100000.0,20.0,384.0,200000.0,1200000.0,4200000.0,1800000.0,2.214284132654191,12916.666666666666,0.11071428571428571,7400000.0,2.3870960041625793,1
3.0,0,1,7200000.0,16500000.0,18.0,515.0,7800000.0,6300000.0,17300000.0,10600000.0,2.2916663483796738,76388.88888888889,0.12731481481481483,42000000.0,2.5454543911845824,1
0.0,1,1,2700000.0,6800000.0,20.0,796.0,700000.0,4200000.0,7000000.0,1900000.0,2.5185175857342275,28333.333333333332,0.1259259259259259,13800000.0,2.02941146626302,0
3.0,1,0,8300000.0,29100000.0,10.0,715.0,6100000.0,11900000.0,24100000.0,11900000.0,3.5060236739730515,242500.0,0.3506024096385542,54000000.0,1.8556700393240537,0
4.0,1,1,1300000.0,3400000.0,2.0,763.0,3800000.0,200000.0,5100000.0,1400000.0,2.6153826035518435,141666.66666666666,1.3076923076923077,10500000.0,3.088234385813416,0
0.0,0,0,300000.0,500000.0,2.0,885.0,200000.0,400000.0,700000.0,200000.0,1.6666611111296297,20833.333333333332,0.8333333333333333,1500000.0,2.999994000012,0
1.0,0,1,7700000.0,16900000.0,6.0,621.0,22600000.0,7900000.0,27400000.0,10200000.0,2.194804909765596,234722.22222222222,0.3658008658008658,68100000.0,4.0295855603795525,0
2.0,1,0,3700000.0,14100000.0,6.0,633.0,800000.0,200000.0,11300000.0,3400000.0,3.8108097808622214,195833.33333333334,0.6351351351351352,15700000.0,1.1134750983350994,0
3.0,0,0,2100000.0,5400000.0,8.0,771.0,5200000.0,3700000.0,6200000.0,1000000.0,2.5714273469393585,56250.0,0.32142857142857145,16100000.0,2.9814809293553837,0
3.0,0,0,200000.0,600000.0,16.0,821.0,400000.0,100000.0,500000.0,100000.0,2.9999850000749997,3125.0,0.1875,1100000.0,1.8333302777828704,0
0.0,0,0,7100000.0,20700000.0,10.0,784.0,9500000.0,11400000.0,27900000.0,8600000.0,2.915492547113726,172500.0,0.2915492957746479,57400000.0,2.772946725944603,0
5.0,1,1,9800000.0,35700000.0,10.0,726.0,9400000.0,16925000.0,31200000.0,12000000.0,3.642856771137064,297500.0,0.3642857142857143,69525000.0,1.947478937045408,0
2.0,1,1,7900000.0,16100000.0,18.0,318.0,17300000.0,2900000.0,29900000.0,9300000.0,2.0379744255728576,74537.03703703704,0.11322081575246132,59400000.0,3.6894407646310086,1
0.0,0,1,900000.0,3500000.0,6.0,331.0,2400000.0,1400000.0,3500000.0,1100000.0,3.8888845679060355,48611.11111111111,0.6481481481481481,8400000.0,2.3999993142859104,1
0.0,0,0,5700000.0,17200000.0,8.0,386.0,4200000.0,7100000.0,14400000.0,2900000.0,3.017543330255556,179166.66666666666,0.37719298245614036,28600000.0,1.6627906010005464,1
1.0,0,1,1600000.0,5300000.0,4.0,713.0,1400000.0,1400000.0,4900000.0,1300000.0,3.312497929688794,110416.66666666667,0.828125,9000000.0,1.6981128871485118,0
4.0,1,0,1700000.0,5600000.0,8.0,395.0,2700000.0,800000.0,3500000.0,2400000.0,3.2941157093437003,58333.333333333336,0.411764705882353,9400000.0,1.678571128826584,1
3.0,0,1,5400000.0,14400000.0,8.0,677.0,11000000.0,7900000.0,20800000.0,3100000.0,2.6666661728395975,150000.0,0.3333333333333333,42800000.0,2.972222015817916,0
5.0,1,1,7700000.0,25800000.0,18.0,578.0,5000000.0,7700000.0,27200000.0,10600000.0,3.3506489155001407,119444.44444444444,0.18614718614718614,50500000.0,1.9573642652184393,0
0.0,0,1,500000.0,1300000.0,4.0,825.0,600000.0,0.0,1800000.0,200000.0,2.5999948000104,27083.333333333332,0.65,2600000.0,1.999998461539645,0
4.0,0,0,2500000.0,9900000.0,16.0,356.0,5500000.0,2600000.0,6100000.0,2300000.0,3.9599984160006336,51562.5,0.2475,16500000.0,1.6666664983165154,1
1.0,0,1,2100000.0,6300000.0,16.0,899.0,2400000.0,2200000.0,4400000.0,2200000.0,2.9999985714292516,32812.5,0.1875,11200000.0,1.7777774955908736,0
5.0,0,1,5400000.0,21400000.0,12.0,399.0,4000000.0,9700000.0,12400000.0,6800000.0,3.962962229081069,148611.11111111112,0.33024691358024694,32900000.0,1.5373831057297613,1
1.0,1,1,2700000.0,5400000.0,6.0,413.0,4800000.0,1500000.0,6100000.0,2600000.0,1.9999992592595337,75000.0,0.3333333333333333,15000000.0,2.7777772633745808,1
0.0,1,0,7300000.0,28200000.0,16.0,486.0,15300000.0,8800000.0,16400000.0,7700000.0,3.8630131694502508,146875.0,0.24143835616438356,48200000.0,1.7092197975453973,1
3.0,0,1,1800000.0,5100000.0,8.0,790.0,100000.0,0.0,3700000.0,2000000.0,2.8333317592601337,53125.0,0.3541666666666667,5800000.0,1.1372546789696707,0
1.0,0,0,4700000.0,16800000.0,12.0,647.0,10400000.0,8300000.0,10600000.0,3400000.0,3.5744673245814202,116666.66666666667,0.2978723404255319,32700000.0,1.9464284555697349,0
1.0,1,0,6900000.0,22700000.0,16.0,394.0,3800000.0,4300000.0,27400000.0,8700000.0,3.289854595673247,118229.16666666667,0.2056159420289855,44200000.0,1.9471364780997147,1
3.0,0,0,6300000.0,18300000.0,18.0,543.0,1800000.0,9400000.0,17700000.0,3500000.0,2.9047614436886597,84722.22222222222,0.16137566137566137,32400000.0,1.770491706530508,1
0.0,1,0,5900000.0,20300000.0,4.0,806.0,300000.0,3700000.0,16400000.0,4800000.0,3.4406773829360366,422916.6666666667,0.8601694915254238,25200000.0,1.2413792491931404,0
2.0,1,1,1900000.0,7000000.0,14.0,818.0,4800000.0,3500000.0,4500000.0,2100000.0,3.684208587258638,41666.666666666664,0.2631578947368421,14900000.0,2.1285711244898393,0
3.0,0,1,7900000.0,26600000.0,12.0,409.0,17100000.0,1400000.0,22500000.0,8700000.0,3.3670881813812428,184722.22222222222,0.280590717299578,49700000.0,1.8684209823901887,1
4.0,0,0,500000.0,1300000.0,8.0,471.0,500000.0,300000.0,1500000.0,700000.0,2.5999948000104,13541.666666666666,0.325,3000000.0,2.3076905325457444,1
4.0,1,0,7600000.0,28100000.0,12.0,324.0,12500000.0,8500000.0,19900000.0,11100000.0,3.697367934556851,195138.88888888888,0.3081140350877193,52000000.0,1.850533741973888,1
4.0,1,0,2600000.0,8800000.0,10.0,682.0,4500000.0,4700000.0,10300000.0,1600000.0,3.3846140828407374,73333.33333333333,0.3384615384615385,21100000.0,2.3977270002582953,0
3.0,1,0,6000000.0,18700000.0,10.0,387.0,6600000.0,6200000.0,23300000.0,6700000.0,3.116666147222309,155833.33333333334,0.3116666666666667,42800000.0,2.2887699310818217,1
5.0,1,1,4000000.0,8200000.0,2.0,571.0,3500000.0,7700000.0,9500000.0,4400000.0,2.049999487500128,341666.6666666667,1.0250000000000001,25100000.0,3.0609752364664344,0
2.0,1,0,8700000.0,28000000.0,12.0,543.0,16900000.0,6000000.0,22900000.0,6700000.0,3.218390434667766,194444.44444444444,0.2681992337164751,52500000.0,1.8749999330357168,1
4.0,0,1,4900000.0,10200000.0,18.0,370.0,10900000.0,2200000.0,13700000.0,6600000.0,2.0816322282383206,47222.22222222222,0.11564625850340136,33400000.0,3.274509482891227,1
4.0,1,1,2400000.0,5600000.0,4.0,662.0,4500000.0,4200000.0,5400000.0,2500000.0,2.333332361111516,116666.66666666667,0.5833333333333334,16600000.0,2.964285184949074,0
5.0,0,1,8200000.0,23500000.0,12.0,402.0,15100000.0,1500000.0,24300000.0,5800000.0,2.8658533090422793,163194.44444444444,0.2388211382113821,46700000.0,1.9872339579900444,1
0.0,0,1,6900000.0,17000000.0,20.0,599.0,18100000.0,9400000.0,26600000.0,4300000.0,2.463767758874238,70833.33333333333,0.12318840579710144,58400000.0,3.4352939155709463,0
4.0,1,0,5000000.0,18700000.0,10.0,755.0,3600000.0,600000.0,13000000.0,2600000.0,3.7399992520001497,155833.33333333334,0.374,19800000.0,1.0588234727901886,0
5.0,1,0,6700000.0,24500000.0,12.0,818.0,1200000.0,5600000.0,16300000.0,6200000.0,3.6567158721319593,170138.88888888888,0.30472636815920395,29300000.0,1.1959183185339461,0
1.0,0,1,5200000.0,19500000.0,12.0,778.0,5200000.0,4300000.0,19900000.0,5800000.0,3.7499992788462926,135416.66666666666,0.3125,35200000.0,1.8051281125575327,0
4.0,0,1,2000000.0,6700000.0,12.0,633.0,100000.0,800000.0,4800000.0,2000000.0,3.3499983250008376,46527.77777777778,0.27916666666666673,7700000.0,1.1492535598129014,0
5.0,0,1,6300000.0,13200000.0,16.0,321.0,6700000.0,4000000.0,15200000.0,7100000.0,2.0952377626606724,68750.0,0.13095238095238096,33000000.0,2.499999810606075,1
1.0,1,0,6400000.0,21500000.0,6.0,489.0,1600000.0,4600000.0,17600000.0,8900000.0,3.3593744750977383,298611.1111111111,0.5598958333333334,32700000.0,1.5209301618172018,1
5.0,0,1,3000000.0,11900000.0,14.0,459.0,6000000.0,4800000.0,11700000.0,4200000.0,3.9666653444448854,70833.33333333333,0.2833333333333333,26700000.0,2.243697290445606,1
1.0,0,0,7100000.0,14300000.0,12.0,720.0,4600000.0,500000.0,27300000.0,8400000.0,2.0140842233684193,99305.55555555556,0.1678403755868545,40800000.0,2.853146653626108,0
5.0,0,1,700000.0,2100000.0,14.0,863.0,100000.0,1200000.0,2700000.0,600000.0,2.9999957142918365,12500.0,0.21428571428571427,4600000.0,2.190475147392787,0
1.0,0,0,4700000.0,9300000.0,8.0,515.0,1000000.0,4700000.0,14600000.0,5700000.0,1.9787229832504292,96875.0,0.24734042553191488,26000000.0,2.7956986241184274,1
1.0,0,0,3100000.0,7400000.0,18.0,487.0,8400000.0,1200000.0,9200000.0,4500000.0,2.3870960041625793,34259.25925925926,0.13261648745519714,23300000.0,3.1486482231556456,1
3.0,0,1,9500000.0,32500000.0,14.0,581.0,2800000.0,14300000.0,36000000.0,4700000.0,3.421052271468182,193452.38095238095,0.2443609022556391,57800000.0,1.7784614837396466,0
0.0,0,1,1000000.0,3800000.0,8.0,553.0,2500000.0,1000000.0,2100000.0,1300000.0,3.7999962000038,39583.333333333336,0.47500000000000003,6900000.0,1.815788995845001,0
3.0,0,0,7900000.0,18300000.0,10.0,731.0,4200000.0,3400000.0,22200000.0,8400000.0,2.3164554029803286,152500.0,0.23164556962025315,38200000.0,2.0874315799217715,0
1.0,0,1,4900000.0,19100000.0,14.0,677.0,5400000.0,9100000.0,17700000.0,6500000.0,3.8979583881717574,113690.47619047618,0.2784256559766764,38700000.0,2.0261779043885912,0
4.0,0,1,3800000.0,11100000.0,16.0,857.0,11300000.0,7400000.0,11700000.0,4700000.0,2.9210518628810886,57812.5,0.1825657894736842,35100000.0,3.162161877282714,0
4.0,1,1,9000000.0,18100000.0,12.0,764.0,600000.0,16500000.0,20800000.0,11600000.0,2.011110887654346,125694.44444444444,0.16759259259259257,49500000.0,2.7348064787399737,0
3.0,1,0,200000.0,800000.0,20.0,730.0,0.0,300000.0,400000.0,300000.0,3.9999800000999994,3333.3333333333335,0.19999999999999998,1000000.0,1.249998437501953,0
2.0,0,0,3300000.0,8300000.0,6.0,653.0,4700000.0,3100000.0,8300000.0,4600000.0,2.51515075298462,115277.77777777778,0.4191919191919192,20700000.0,2.4939756031354694,0
4.0,0,0,7100000.0,27200000.0,16.0,824.0,2400000.0,8000000.0,22400000.0,3900000.0,3.8309853759175527,141666.66666666666,0.23943661971830985,36700000.0,1.3492646562770347,0
1.0,1,1,5300000.0,14600000.0,20.0,508.0,11200000.0,2800000.0,17000000.0,4600000.0,2.7547164613742527,60833.333333333336,0.13773584905660377,35600000.0,2.438355997372877,1
1.0,1,0,8400000.0,24600000.0,14.0,817.0,1800000.0,13100000.0,31300000.0,8200000.0,2.928571079932014,146428.57142857142,0.20918367346938774,54400000.0,2.21138202392756,0
0.0,0,0,1800000.0,6900000.0,10.0,853.0,900000.0,400000.0,3700000.0,1700000.0,3.833331203704887,57500.0,0.38333333333333336,6700000.0,0.9710143520269056,1
4.0,0,0,7000000.0,25700000.0,20.0,597.0,19900000.0,13500000.0,27500000.0,10100000.0,3.6714280469388503,107083.33333333333,0.18357142857142855,71000000.0,2.762645806900941,0
2.0,1,1,8500000.0,30900000.0,6.0,664.0,5700000.0,9900000.0,19800000.0,7400000.0,3.635293689965448,429166.6666666667,0.6058823529411764,42800000.0,1.3851132237827435,0
2.0,1,1,8100000.0,24700000.0,6.0,595.0,5500000.0,14300000.0,27300000.0,6500000.0,3.049382339582427,343055.55555555556,0.5082304526748971,53600000.0,2.170040397974073,0
5.0,1,0,2500000.0,8800000.0,10.0,769.0,3700000.0,1600000.0,8200000.0,2700000.0,3.5199985920005634,73333.33333333333,0.352,16200000.0,1.8409088817148997,0
3.0,1,0,5500000.0,16200000.0,18.0,778.0,4700000.0,10700000.0,15300000.0,6100000.0,2.945454009917453,75000.0,0.16363636363636364,36800000.0,2.2716047980490863,0
2.0,1,1,3900000.0,11600000.0,8.0,808.0,5800000.0,3100000.0,12900000.0,5000000.0,2.9743582117030227,120833.33333333333,0.3717948717948718,26800000.0,2.3103446284185667,0
